,Index,Rule 1,Rule 2,Initial clusters,CA Silhoutte,Heir Silhoutte,Kmeans Silhoutte,Birch Silhoutte
0,0,2019194970,4031508660,17,0.27238047,0.40335506,0.4235865,0
1,47,2019194970,4031508660,17,0.27238047,0.40335506,0.4235865,0
2,19,517136850,4042272240,15,0.27050972,0.40335506,0.4235865,0
3,22,3537035730,4042272240,26,0.2682097256183624,0.40335506,0.4235865,0
4,14,517136850,3538955760,14,0.26420847,0.40335506,0.4235865,0
5,44,4031508660,4042272240,24,0.2173378467559814,0.40335506,0.4235865,0
6,50,2019194970,4042272240,15,0.19596472,0.40335506,0.4235865,0
7,10,2777130375,4041289185,2,0.1876154839992523,0.40335506,0.4235865,0
8,5,2777130375,3537972705,2,0.1876154839992523,0.40335506,0.4235865,0
9,32,2018212080,4031508660,22,0.18608999,0.40335506,0.4235865,0
10,30,2018212080,3538955760,19,0.18247288,0.40335506,0.4235865,0
11,35,2018212080,4042272240,20,0.17163385,0.40335506,0.4235865,0
12,26,2018212080,3035673780,21,0.1667483,0.40335506,0.4235865,0
13,42,4031508660,4039315215,6,0.1607615649700164,0.40335506,0.4235865,0
14,35,3538955760,4042272240,24,0.1604504734277725,0.40335506,0.4235865,0
15,4,517136850,2018212080,19,0.15449485,0.40335506,0.4235865,0
16,0,2777130375,3027809415,2,0.1503985077142715,0.40335506,0.4235865,0
17,10,517136850,3035673780,15,0.14939038,0.40335506,0.4235865,0
18,17,3537035730,3538955760,22,0.1430127620697021,0.40335506,0.4235865,0
19,16,517136850,4031508660,16,0.14012538,0.40335506,0.4235865,0
20,42,2019194970,3537028050,16,0.13947414,0.40335506,0.4235865,0
21,5,3035673780,4042272240,24,0.1368379145860672,0.40335506,0.4235865,0
22,33,3538955760,4039315215,6,0.132404938340187,0.40335506,0.4235865,0
23,43,2019194970,3537035730,17,0.12918702,0.40335506,0.4235865,0
24,3,3035673780,4039315215,6,0.1246525570750236,0.40335506,0.4235865,0
25,12,3537028050,4039315215,6,0.1213705688714981,0.40335506,0.4235865,0
26,20,3537035730,4039315215,6,0.1184933856129646,0.40335506,0.4235865,0
27,49,3035673780,3537028050,25,0.1150740832090377,0.40335506,0.4235865,0
28,33,2018212080,4039315215,6,0.1140032,0.40335506,0.4235865,0
29,14,3537028050,4042272240,26,0.1116159036755561,0.40335506,0.4235865,0
30,3,264499440,517136850,14,0.10790028,0.40335506,0.4235865,0
31,13,517136850,3537972705,4,0.09691783,0.40335506,0.4235865,0
32,5,517136850,2019194970,16,0.092363596,0.40335506,0.4235865,0
33,6,3035673780,517136850,19,0.090732604265213,0.40335506,0.4235865,0
34,1,264499440,4041289185,3,0.08277355,0.40335506,0.4235865,0
35,51,2019194970,517136850,14,0.07495894,0.40335506,0.4235865,0
36,8,2777130375,4031508660,9,0.0746881961822509,0.40335506,0.4235865,0
37,41,3035673615,3537972705,2,0.0724542737007141,0.40335506,0.4235865,0
38,46,3035673615,4041289185,2,0.0724542737007141,0.40335506,0.4235865,0
39,0,3035673780,3538955760,22,0.0693418234586715,0.40335506,0.4235865,0
40,2,264499440,4042272240,15,0.06764358,0.40335506,0.4235865,0
41,2,2777130375,3035673780,9,0.066173143684864,0.40335506,0.4235865,0
42,18,517136850,4041289185,3,0.06192865,0.40335506,0.4235865,0
43,37,2019194970,2777130375,6,0.058574244,0.40335506,0.4235865,0
44,46,4039315215,4041289185,2,0.0571933127939701,0.40335506,0.4235865,0
45,50,3035673780,3537035730,23,0.0551038235425949,0.40335506,0.4235865,0
46,15,517136850,3785744805,2,0.049966954,0.40335506,0.4235865,0
47,7,517136850,2783028705,2,0.04453991,0.40335506,0.4235865,0
