,Rule 1,Rule 2,Initial clusters,CA Silhoutte,Kmeans Silhoutte,New Clusters,New CA Silhoutte,New Kmeans Silhoutte
0,252645135,252645195,28,0.15625,0.15625,2,0.16790126666274036,0.7663611080988648
1,252645135,252645336,24,-0.04539757519787978,0.22233355052342438,2,-0.01764217636659752,0.7663611080988648
2,252645135,252645360,28,0.15625,0.15625,2,0.16790126666274036,0.7663611080988648
3,252645135,252652815,28,0.15625,0.15625,2,0.16790126666274036,0.7663611080988648
4,252645135,252656655,28,0.15625,0.15625,2,0.16790126666274036,0.7663611080988648
5,252645135,252656880,21,-0.03267055947819514,0.31330998720449554,2,0.08038817941324983,0.7663611080988648
6,252645135,252691215,28,0.15625,0.15625,2,0.16790126666274036,0.7663611080988648
7,252645135,252691440,13,-0.25310410587877014,0.45393056572942503,2,-0.010685147976912385,0.7663611080988648
8,252645135,252695055,5,-0.3319571952867797,0.6348250348539115,2,-0.013698194974077996,0.7663611080988648
9,252645135,252698895,18,-0.2511465454759503,0.33419846180061447,2,0.04889337605886415,0.7663611080988648
10,252645135,252702735,28,0.15625,0.15625,2,0.16790126666274036,0.7663611080988648
11,252645135,252702960,28,0.15625,0.15625,2,0.16790126666274036,0.7663611080988648
12,252645135,253678110,5,-0.2280229564858878,0.6348250348539115,2,0.0007333124773023607,0.7663611080988648
13,252645135,254611245,28,0.15625,0.15625,2,0.16790126666274036,0.7663611080988648
