,Rule 1,Rule 2,Initial clusters,CA Silhoutte,Kmeans Silhoutte,New Clusters,New CA Silhoutte,New Kmeans Silhoutte
0,2018212020,3537035730,28,0.15625,0.15625,2,0.3185788900734133,0.7663611080988648
