,Rule 1,Rule 2,Initial clusters,CA Silhoutte,Heir Silhoutte,Kmeans Silhoutte,Birch Silhoutte
0,2777130375,3027809415,2,0.44309274,0.4404285,0.44339222,0
1,2777130375,3035673615,3,0.040809274,0.4404285,0.44339222,0
2,2777130375,3035673780,9,0.05384588,0.4404285,0.44339222,0
