,Rule 1,Rule 2,Initial clusters,CA Silhoutte,Kmeans Silhoutte,New Clusters,New CA Silhoutte,New Kmeans Silhoutte
0,3785744805,4030467855,12,-0.43278942282144317,0.45983241876302794,2,0.03732887405594577,0.7663611080988648
1,3785744805,4031508660,27,0.19206286827810037,0.17408592687657937,2,0.18395873536867619,0.7663611080988648
2,3785744805,4034007024,27,0.19206286827810037,0.17408592687657937,2,0.18395873536867619,0.7663611080988648
3,3785744805,4035440880,26,0.15699479051345042,0.20384725553697597,2,-0.00870626611861898,0.7663611080988648
4,3785744805,4038389940,27,0.19206286827810037,0.17408592687657937,2,0.18395873536867619,0.7663611080988648
5,3785744805,4039315215,9,-0.33447246287155064,0.4907195480030768,2,-0.005526725349328089,0.7663611080988648
6,3785744805,4040348370,27,0.19206286827810037,0.17408592687657937,2,0.18395873536867619,0.7663611080988648
7,3785744805,4041289185,7,-0.5038450216810011,0.6196104012195134,2,-0.06623199007398886,0.7663611080988648
8,3785744805,4042264560,27,0.19206286827810037,0.17408592687657937,2,0.18395873536867619,0.7663611080988648
9,3785744805,4042272240,27,0.19206286827810037,0.17408592687657937,2,0.18395873536867619,0.7663611080988648
10,3785744805,263458575,10,-0.20496142704730394,0.4896891491028008,2,0.2288210905730756,0.7663611080988648
11,3785744805,264441615,27,0.19206286827810037,0.17408592687657937,2,0.18395873536867619,0.7663611080988648
12,3785744805,265482450,26,0.14899282442427156,0.20384725553697597,2,0.06815111911842833,0.7663611080988648
13,3785744805,267390795,6,-0.31347055867438317,0.6356237424292691,2,0.12150142268189788,0.7663611080988648
14,3785744805,267416079,7,-0.1818411990047049,0.6196104012195134,2,0.18884667340090544,0.7663611080988648
15,3785744805,267448335,27,0.19206286827810037,0.17408592687657937,2,0.18395873536867619,0.7663611080988648
16,3785744805,267448560,27,0.19206286827810037,0.17408592687657937,2,0.18395873536867619,0.7663611080988648
17,3785744805,505336350,11,-0.4006080091198611,0.48554235411211316,2,0.1255213931360064,0.7663611080988648
18,3785744805,517136850,11,-0.48023211422049866,0.48554235411211316,2,-0.07530072424179675,0.7663611080988648
19,3785744805,521018910,13,-0.3475805950976619,0.45393056572942503,2,0.028962698314272825,0.7663611080988648
