,Rule 1,Rule 2,Initial clusters,CA Silhoutte,Heir Silhoutte,Kmeans Silhoutte,Birch Silhoutte
0,3035673780,3538955760,22,0.06934182345867157,0.40335506,0.4235865,0
1,3035673780,3785744805,4,-0.06971178948879242,0.40335506,0.4235865,0
2,3035673780,4031508660,23,0.03400035202503204,0.40335506,0.4235865,0
3,3035673780,4039315215,6,0.12465255707502365,0.40335506,0.4235865,0
4,3035673780,4041289185,3,-0.15586373209953308,0.40335506,0.4235865,0
5,3035673780,4042272240,24,0.1368379145860672,0.40335506,0.4235865,0
6,3035673780,517136850,19,0.09073260426521301,0.40335506,0.4235865,0
7,3537028050,3537035730,23,-0.07718232274055481,0.40335506,0.4235865,0
8,3537028050,3537972705,6,-0.05961715802550316,0.40335506,0.4235865,0
9,3537028050,3538955760,22,0.03741094097495079,0.40335506,0.4235865,0
10,3537028050,3785744805,4,-0.110530786216259,0.40335506,0.4235865,0
11,3537028050,4031508660,24,0.03308109939098358,0.40335506,0.4235865,0
12,3537028050,4039315215,6,0.12137056887149811,0.40335506,0.4235865,0
13,3537028050,4041289185,4,-0.23551465570926666,0.40335506,0.4235865,0
14,3537028050,4042272240,26,0.11161590367555618,0.40335506,0.4235865,0
15,3537028050,517136850,19,-0.033464252948760986,0.40335506,0.4235865,0
16,3537035730,3537972705,6,-0.34346553683280945,0.40335506,0.4235865,0
17,3537035730,3538955760,22,0.14301276206970215,0.40335506,0.4235865,0
18,3537035730,3785744805,4,-0.11818866431713104,0.40335506,0.4235865,0
19,3537035730,4031508660,24,0.04105978459119797,0.40335506,0.4235865,0
20,3537035730,4039315215,6,0.11849338561296463,0.40335506,0.4235865,0
21,3537035730,4041289185,4,-0.27089351415634155,0.40335506,0.4235865,0
22,3537035730,4042272240,26,0.2682097256183624,0.40335506,0.4235865,0
23,3537035730,517136850,19,0.02575157769024372,0.40335506,0.4235865,0
24,3537972705,3538955760,4,-0.41856148838996887,0.40335506,0.4235865,0
25,3537972705,3785744805,1,0.0,0.40335506,0.4235865,0
26,3537972705,4031508660,4,-0.42115306854248047,0.40335506,0.4235865,0
27,3537972705,4039315215,3,-0.305499792098999,0.40335506,0.4235865,0
28,3537972705,4041289185,1,0.0,0.40335506,0.4235865,0
29,3537972705,4042272240,4,-0.41856148838996887,0.40335506,0.4235865,0
30,3537972705,517136850,4,-0.41856148838996887,0.40335506,0.4235865,0
31,3538955760,3785744805,4,-0.0300446767359972,0.40335506,0.4235865,0
32,3538955760,4031508660,23,0.007012560497969389,0.40335506,0.4235865,0
33,3538955760,4039315215,6,0.13240493834018707,0.40335506,0.4235865,0
34,3538955760,4041289185,3,-0.14698895812034607,0.40335506,0.4235865,0
35,3538955760,4042272240,24,0.16045047342777252,0.40335506,0.4235865,0
36,3538955760,517136850,19,-0.03016289323568344,0.40335506,0.4235865,0
37,3785744805,4031508660,9,-0.13196927309036255,0.40335506,0.4235865,0
38,3785744805,4039315215,3,-0.061563026160001755,0.40335506,0.4235865,0
39,3785744805,4041289185,2,0.021667834371328354,0.40335506,0.4235865,0
40,3785744805,4042272240,9,-0.06095565855503082,0.40335506,0.4235865,0
41,3785744805,517136850,9,-0.07610736787319183,0.40335506,0.4235865,0
42,4031508660,4039315215,6,0.16076156497001648,0.40335506,0.4235865,0
43,4031508660,4041289185,3,-0.16401806473731995,0.40335506,0.4235865,0
44,4031508660,4042272240,24,0.21733784675598145,0.40335506,0.4235865,0
45,4031508660,517136850,19,-0.06412997841835022,0.40335506,0.4235865,0
46,4039315215,4041289185,2,0.05719331279397011,0.40335506,0.4235865,0
47,4039315215,4042272240,8,0.002709490479901433,0.40335506,0.4235865,0
48,4039315215,517136850,8,-0.006133010145276785,0.40335506,0.4235865,0
49,4041289185,4042272240,9,-0.08200553059577942,0.40335506,0.4235865,0
50,4041289185,517136850,10,-0.14199139177799225,0.40335506,0.4235865,0
