,Rule 1,Rule 2,Initial clusters,CA Silhoutte,Heir Silhoutte,Kmeans Silhoutte,Birch Silhoutte
0,264499440,4039315215,6,-0.06034412,0.40335506,0.4235865,0
1,264499440,4041289185,3,0.08277355,0.40335506,0.4235865,0
2,264499440,4042272240,15,0.06764358,0.40335506,0.4235865,0
3,264499440,517136850,14,0.10790028,0.40335506,0.4235865,0
4,517136850,2018212080,19,0.15449485,0.40335506,0.4235865,0
5,517136850,2019194970,16,0.092363596,0.40335506,0.4235865,0
6,517136850,2777130375,6,-0.11762634,0.40335506,0.4235865,0
7,517136850,2783028705,2,0.04453991,0.40335506,0.4235865,0
8,517136850,3027809415,4,-0.15271139,0.40335506,0.4235865,0
9,517136850,3035673615,4,-0.25864255,0.40335506,0.4235865,0
10,517136850,3035673780,15,0.14939038,0.40335506,0.4235865,0
11,517136850,3537028050,15,0.028399143,0.40335506,0.4235865,0
12,517136850,3537035730,16,0.039214503,0.40335506,0.4235865,0
13,517136850,3537972705,4,0.09691783,0.40335506,0.4235865,0
14,517136850,3538955760,14,0.26420847,0.40335506,0.4235865,0
15,517136850,3785744805,2,0.049966954,0.40335506,0.4235865,0
16,517136850,4031508660,16,0.14012538,0.40335506,0.4235865,0
17,517136850,4039315215,6,-0.06609484,0.40335506,0.4235865,0
18,517136850,4041289185,3,0.06192865,0.40335506,0.4235865,0
19,517136850,4042272240,15,0.27050972,0.40335506,0.4235865,0
20,517136850,517136850,14,0.0047571375,0.40335506,0.4235865,0
21,2018212080,2019194970,20,-0.019738602,0.40335506,0.4235865,0
22,2018212080,2777130375,6,-0.03589525,0.40335506,0.4235865,0
23,2018212080,2783028705,5,-0.24171016,0.40335506,0.4235865,0
24,2018212080,3027809415,6,-0.28194195,0.40335506,0.4235865,0
25,2018212080,3035673615,10,-0.2219212,0.40335506,0.4235865,0
26,2018212080,3035673780,21,0.1667483,0.40335506,0.4235865,0
27,2018212080,3537028050,22,0.02412865,0.40335506,0.4235865,0
28,2018212080,3537035730,22,-0.05577342,0.40335506,0.4235865,0
29,2018212080,3537972705,3,-0.047205795,0.40335506,0.4235865,0
30,2018212080,3538955760,19,0.18247288,0.40335506,0.4235865,0
31,2018212080,3785744805,4,-0.023284798,0.40335506,0.4235865,0
32,2018212080,4031508660,22,0.18608999,0.40335506,0.4235865,0
33,2018212080,4039315215,6,0.1140032,0.40335506,0.4235865,0
34,2018212080,4041289185,3,-0.025343068,0.40335506,0.4235865,0
35,2018212080,4042272240,20,0.17163385,0.40335506,0.4235865,0
36,2018212080,517136850,18,-0.00022245407,0.40335506,0.4235865,0
37,2019194970,2777130375,6,0.058574244,0.40335506,0.4235865,0
38,2019194970,2783028705,2,-0.06016477,0.40335506,0.4235865,0
39,2019194970,3027809415,4,-0.16060959,0.40335506,0.4235865,0
40,2019194970,3035673615,4,-0.17057544,0.40335506,0.4235865,0
41,2019194970,3035673780,15,-0.008677901,0.40335506,0.4235865,0
42,2019194970,3537028050,16,0.13947414,0.40335506,0.4235865,0
43,2019194970,3537035730,17,0.12918702,0.40335506,0.4235865,0
44,2019194970,3537972705,4,-0.04389708,0.40335506,0.4235865,0
45,2019194970,3538955760,14,0.03934609,0.40335506,0.4235865,0
46,2019194970,3785744805,2,0.027677275,0.40335506,0.4235865,0
47,2019194970,4031508660,17,0.27238047,0.40335506,0.4235865,0
48,2019194970,4039315215,6,-0.020030461,0.40335506,0.4235865,0
49,2019194970,4041289185,3,-0.06137282,0.40335506,0.4235865,0
50,2019194970,4042272240,15,0.19596472,0.40335506,0.4235865,0
51,2019194970,517136850,14,0.07495894,0.40335506,0.4235865,0
