,Index,Rule 1,Rule 2,Initial clusters,CA Silhoutte,Heir Silhoutte,Kmeans Silhoutte,Birch Silhoutte
0,0,254611245,256577355,10,-0.0169891011631875,0.6811232268244817,0.7187172255928896,0.6956686258587165
1,3,254611245,755961615,24,-0.0255261822002652,0.6811232268244817,0.7187172255928896,0.6956686258587165
2,0,256577355,755969295,13,-0.05658727723366,0.6811232268244817,0.7187172255928896,0.6956686258587165
3,3,260509455,755961615,25,-0.0594737451394477,0.6811232268244817,0.7187172255928896,0.6956686258587165
4,1,252652815,264441615,18,-0.0692840283256563,0.6811232268244817,0.7187172255928896,0.6956686258587165
5,0,252645135,252645195,23,-0.0746665571229297,0.6811232268244817,0.7187172255928896,0.6956686258587165
6,2,260509455,264441615,17,-0.0872891483888882,0.6811232268244817,0.7187172255928896,0.6956686258587165
7,1,256577355,1259293455,9,-0.0935749556034043,0.6811232268244817,0.7187172255928896,0.6956686258587165
8,0,252652815,260509455,26,-0.0954688465187486,0.6811232268244817,0.7187172255928896,0.6956686258587165
9,1,254611245,260509455,22,-0.113083418822911,0.6811232268244817,0.7187172255928896,0.6956686258587165
10,2,254611245,264441615,16,-0.1396442204101546,0.6811232268244817,0.7187172255928896,0.6956686258587165
